Survey,Category #,Category Label,QID,Question Short Text
PCMH-Child,4,Provider’s Attention to Your Child’s Growth and Development,Y3DK,Spoke with provider's office about child's ability to get along with others
PCMH-Child,5,Provider’s Advice on Keeping Your Child Safe and Healthy,Y3DF,Spoke with provider's office about ways to prevent injuries
PCMH-Child,5,Provider’s Advice on Keeping Your Child Safe and Healthy,Y3DF1,Received information about preventing injuries
PCMH-Child,5,Provider’s Advice on Keeping Your Child Safe and Healthy,Y3DH,Spoke with provider's office about child's diet
PCMH-Child,5,Provider’s Advice on Keeping Your Child Safe and Healthy,Y3DJ,Spoke with provider's office about child's exercise
PCMH-Child,5,Provider’s Advice on Keeping Your Child Safe and Healthy,Y3DL,Spoke with provider's office about household problems affecting the child
PCMH-Child,6,Providers Support You in Taking Care of Your Child's Health (PCMH),Y3FG,Provider talked about specific goals
PCMH-Child,6,Providers Support You in Taking Care of Your Child's Health (PCMH),Y3FH,Provider asked if there are things making it hard to take care of health
PCMH-Child,7,Follow-up on Test Results,H4FC,Provider’s office followed up with test results
PCMH-Child,8,Patients' Rating of the Provider,H30,Rating of Provider
PCMH-Child,9,Access To Care (PCMH),D1DE,Days waited for an appointment for Urgent Care
PCMH-Child,9,Access To Care (PCMH),H9DD,"Got needed care during evenings, weekends, or holidays"
PCMH-Child,10,Attention to Care from Other Providers (PCMH),H3DB,Provider was informed and up-to-date on care received from specialist
PCMH-Child,10,Attention to Care from Other Providers (PCMH),Y4AM1,Talked about prescription medicines at each visit
PCMH-Child,11,Information About Care and Appointments (PCMH),D9DA,"Provider's office gave information on what to do if care needed on evenings, weekends, or holidays"
PCMH-Child,11,Information About Care and Appointments (PCMH),D1D,Got reminders from provider's office between visits
ASCCAHPS,1,Scheduling/Registration,H1D,How satisfied were you with the ability to schedule the visit on a convenient day and time?
ASCCAHPS,1,Scheduling/Registration,H1B,How satisfied were you with the registration process?
ASCCAHPS,2,Care From Staff,H2C,How often did the patient care staff treat (you/the patient) with courtesy and respect?
ASCCAHPS,2,Care From Staff,H2O,How often did the patient care staff listen carefully to (you/the patient)?
ASCCAHPS,2,Care From Staff,H2J,How often did the patient care staff explain things in a way (you/the patient) could understand?
ASCCAHPS,2,Care From Staff,H5C,How often did the patient care staff do a good job in keeping (you/the patient) informed about delays in care or treatment?
ASCCAHPS,2,Care From Staff,H4WW,How often was the patient care staff able to calm (your/the patient’s) fears?
ASCCAHPS,2,Care From Staff,H2,"Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the patient care staff who treated (you/the patient)?"
ASCCAHPS,3,Wait Time,H5D,How satisfied were you with the total amount of time (you/the patient) spent waiting at the facility?
ASCCAHPS,4,Facility,H6F,"During this visit, how satisfied were you with how easy it was to find your way around the facility?"
ASCCAHPS,4,Facility,H6AA,How satisfied were you with the cleanliness of the facility?
ASCCAHPS,5,Rehab,H2Z,How often did the patient care staff do a good job of involving (you/the patient) in the treatment plan and goal setting?
ASCCAHPS,5,Rehab,H2ZB,How satisfied were you with (your/the patient's) progress toward (your/the patient's) goals?
ASCCAHPS,6,Same Day Surgery,H4AF,How often did the patient care staff do everything they could to help (you/the patient) with (your/the patient's) pain?
ASCCAHPS,6,Same Day Surgery,H4AM,"Before giving (you/the patient) any new medicine, how often did the patient care staff tell (you/the patient) what the medicine was for?"
ASCCAHPS,6,Same Day Surgery,H4AA,How often did the staff do a good job informing (your/the patient's) designated family member or friend about (your/the patient's) care and treatment?
ASCCAHPS,6,Same Day Surgery,H8A,How satisfied were you with how clearly and completely (you were/the patient was) told what to do and what to expect after returning home?
ASCCAHPS,6,Same Day Surgery,H7X,How satisfied were you with how much (you were/the patient was) helped by this visit?
ASCCAHPS,6,Same Day Surgery,H3,"Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the doctors who treated (you/the patient)?"
ASCCAHPS,7,Overall Rating OF Hospital,H30,"Using any number from 0 to 10, where 0 is the worst outpatient facility possible and 10 is the best outpatient facility possible, what number would you use to rate this outpatient facility?"
ASCCAHPS,8,Willingness to Recommend the Hospital,H17,Would you recommend this outpatient facility to your friends and family?
ACO-8-CAHPS,1,"Getting Timely Appointments, Care, and Information",H61DA,"In the last 6 months, when you phoned this provider's office to get an appointment for care you needed right away, how often did you get an appointment as soon as you needed?"
ACO-8-CAHPS,1,"Getting Timely Appointments, Care, and Information",H61DB,"In the last 6 months, when you made an appointment for a check-up or routine care with this provider, how often did you get an appointment as soon as you needed?"
ACO-8-CAHPS,1,"Getting Timely Appointments, Care, and Information",H69DA,"In the last 6 months, when you phoned this provider's office during regular office hours, how often did you get an answer to your medical question that same day?"
ACO-8-CAHPS,1,"Getting Timely Appointments, Care, and Information",H69DB,"In the last 6 months, when you phoned this provider's office after regular office hours, how often did you get an answer to your medical question as soon as you needed?"
ACO-8-CAHPS,1,"Getting Timely Appointments, Care, and Information",H65DD,"Wait time includes time spent in the waiting room and exam room. In the last 6 months, how often did you see this provider within 15 minutes of your appointment time?"
ACO-8-CAHPS,2,How Well Providers Communicate With Patients,H63J,"In the last 6 months, how often did this provider explain things in a way that was easy to understand?"
ACO-8-CAHPS,2,How Well Providers Communicate With Patients,H63O,"In the last 6 months, how often did this provider listen carefully to you?"
ACO-8-CAHPS,2,How Well Providers Communicate With Patients,H63FF,"In the last 6 months, how often did this provider give you easy to understand information about these health questions or concerns?"
ACO-8-CAHPS,2,How Well Providers Communicate With Patients,H63D,"In the last 6 months, how often did this provider seem to know the important information about your medical history?"
ACO-8-CAHPS,2,How Well Providers Communicate With Patients,H63CS,"In the last 6 months, how often did this provider show respect for what you had to say?"
ACO-8-CAHPS,2,How Well Providers Communicate With Patients,H63AA,"In the last 6 months, how often did this provider spend enough time with you?"
ACO-8-CAHPS,3,Patients' Rating of the Provider,H30,"Using any number from 0 to 10, where 0 is the worst provider possible and 10 is the best provider possible, what number would you use to rate this provider?"
ACO-8-CAHPS,4,Access to Specialists,H633A,"In the last 6 months, how often was it easy to get appointments with specialists?"
ACO-8-CAHPS,4,Access to Specialists,H633D,"In the last 6 months, how often did the specialist you saw most seem to know the important information about your medical history?"
ACO-8-CAHPS,5,Health Promotion and Education,Y63D,"In the last 6 months, did you and anyone on your health care team talk about specific things you could do to prevent illness?"
ACO-8-CAHPS,5,Health Promotion and Education,Y63DH,"In the last 6 months, did you and anyone on your health care team talk about a healthy diet and healthy eating habits?"
ACO-8-CAHPS,5,Health Promotion and Education,Y63DJ,"In the last 6 months, did you and anyone on your health care team talk about the exercise or physical activity you get?"
ACO-8-CAHPS,5,Health Promotion and Education,Y63FG,"In the last 6 months, did anyone on your health care team talk with you about specific goals for your health?"
ACO-8-CAHPS,5,Health Promotion and Education,Y619D,"In the last 6 months, did anyone on your health care team ask you if there was a period of time when you felt sad, empty, or depressed?"
ACO-8-CAHPS,5,Health Promotion and Education,Y619W,"In the last 6 months, did you and anyone on your health care team talk about things in your life that worry you or cause you stress?"
ACO-8-CAHPS,6,Shared Decision-Making,Y4PP,Did you and this provider talk about the reasons you might want to take a medicine?
ACO-8-CAHPS,6,Shared Decision-Making,Y4PPN,Did you and this provider talk about the reasons you might not want to take a medicine?
ACO-8-CAHPS,6,Shared Decision-Making,Y4AM,"When you and this provider talked about starting or stopping a prescription medicine, did this provider ask what you thought was best for you?"
ACO-8-CAHPS,6,Shared Decision-Making,Y4TS,Did you and this provider talk about the reasons you might want to have surgery or procedure?
ACO-8-CAHPS,6,Shared Decision-Making,Y4TSN,Did you and this provider talk about the reasons you might not want to have the surgery or procedure?
ACO-8-CAHPS,6,Shared Decision-Making,Y4TSB,"When you and this provider talked about having surgery or a procedure, did this provider ask what you thought was best for you?"
ACO-8-CAHPS,6,Shared Decision-Making,Y64BE,"In the last 6 months, did you and this provider talk about how much of your personal health information you wanted shared with your family or friends?"
ACO-8-CAHPS,6,Shared Decision-Making,Y64BW,"In the last 6 months, did this provider respect your wishes about how much of your personal health information to share with your family or friends?"
ACO-8-CAHPS,7,"Helpful, Courteous, and Respectful Office Staff",H69H,"In the last 6 months, how often were clerks and receptionists at this provider's office as helpful as you thought they should be?"
ACO-8-CAHPS,7,"Helpful, Courteous, and Respectful Office Staff",H69C,"In the last 6 months, how often did clerks and receptionists at this provider's office treat you with courtesy and respect?"
ACO-8-CAHPS,8,Care Coordination,H64FC,"In the last 6 months, when this provider ordered a blood test, x-ray, or other test for you, how often did someone from this provider’s office follow up to give you those results?"
ACO-12-CAHPS,1,"Getting Timely Appointments, Care, and Information",H61DA,"In the last 6 months, when you phoned this provider's office to get an appointment for care you needed right away, how often did you get an appointment as soon as you needed?"
ACO-12-CAHPS,1,"Getting Timely Appointments, Care, and Information",H61DB,"In the last 6 months, when you made an appointment for a check-up or routine care with this provider, how often did you get an appointment as soon as you needed?"
ACO-12-CAHPS,1,"Getting Timely Appointments, Care, and Information",H69DA,"In the last 6 months, when you phoned this provider's office during regular office hours, how often did you get an answer to your medical question that same day?"
ACO-12-CAHPS,1,"Getting Timely Appointments, Care, and Information",H69DB,"In the last 6 months, when you phoned this provider's office after regular office hours, how often did you get an answer to your medical question as soon as you needed?"
ACO-12-CAHPS,1,"Getting Timely Appointments, Care, and Information",H65DD,"Wait time includes time spent in the waiting room and exam room. In the last 6 months, how often did you see this provider within 15 minutes of your appointment time?"
ACO-12-CAHPS,2,How Well Providers Communicate With Patients,H63J,"In the last 6 months, how often did this provider explain things in a way that was easy to understand?"
ACO-12-CAHPS,2,How Well Providers Communicate With Patients,H63O,"In the last 6 months, how often did this provider listen carefully to you?"
ACO-12-CAHPS,2,How Well Providers Communicate With Patients,H63FF,"In the last 6 months, how often did this provider give you easy to understand information about these health questions or concerns?"
ACO-12-CAHPS,2,How Well Providers Communicate With Patients,H63D,"In the last 6 months, how often did this provider seem to know the important information about your medical history?"
ACO-12-CAHPS,2,How Well Providers Communicate With Patients,H63CS,"In the last 6 months, how often did this provider show respect for what you had to say?"
ACO-12-CAHPS,2,How Well Providers Communicate With Patients,H63AA,"In the last 6 months, how often did this provider spend enough time with you?"
ACO-12-CAHPS,3,Patients' Rating of the Provider,H30,"Using any number from 0 to 10, where 0 is the worst provider possible and 10 is the best provider possible, what number would you use to rate this provider?"
ACO-12-CAHPS,4,Access to Specialists,H633A,"In the last 6 months, how often was it easy to get appointments with specialists?"
ACO-12-CAHPS,4,Access to Specialists,H633D,"In the last 6 months, how often did the specialist you saw most seem to know the important information about your medical history?"
ACO-12-CAHPS,5,Health Promotion and Education,Y63D,"In the last 6 months, did you and anyone on your health care team talk about specific things you could do to prevent illness?"
ACO-12-CAHPS,5,Health Promotion and Education,Y63DH,"In the last 6 months, did you and anyone on your health care team talk about a healthy diet and healthy eating habits?"
ACO-12-CAHPS,5,Health Promotion and Education,Y63DJ,"In the last 6 months, did you and anyone on your health care team talk about the exercise or physical activity you get?"
ACO-12-CAHPS,5,Health Promotion and Education,Y63FG,"In the last 6 months, did anyone on your health care team talk with you about specific goals for your health?"
ACO-12-CAHPS,5,Health Promotion and Education,Y619D,"In the last 6 months, did anyone on your health care team ask you if there was a period of time when you felt sad, empty, or depressed?"
ACO-12-CAHPS,5,Health Promotion and Education,Y619W,"In the last 6 months, did you and anyone on your health care team talk about things in your life that worry you or cause you stress?"
ACO-12-CAHPS,6,Shared Decision-Making,Y4PP,Did you and this provider talk about the reasons you might want to take a medicine?
ACO-12-CAHPS,6,Shared Decision-Making,Y4PPN,Did you and this provider talk about the reasons you might not want to take a medicine?
ACO-12-CAHPS,6,Shared Decision-Making,Y4AM,"When you and this provider talked about starting or stopping a prescription medicine, did this provider ask what you thought was best for you?"
ACO-12-CAHPS,6,Shared Decision-Making,Y4TS,Did you and this provider talk about the reasons you might want to have surgery or procedure?
ACO-12-CAHPS,6,Shared Decision-Making,Y4TSN,Did you and this provider talk about the reasons you might not want to have the surgery or procedure?
ACO-12-CAHPS,6,Shared Decision-Making,Y4TSB,"When you and this provider talked about having surgery or a procedure, did this provider ask what you thought was best for you?"
ACO-12-CAHPS,6,Shared Decision-Making,Y64BE,"In the last 6 months, did you and this provider talk about how much of your personal health information you wanted shared with your family or friends?"
ACO-12-CAHPS,6,Shared Decision-Making,Y64BW,"In the last 6 months, did this provider respect your wishes about how much of your personal health information to share with your family or friends?"
ACO-12-CAHPS,7,"Helpful, Courteous, and Respectful Office Staff",H69H,"In the last 6 months, how often were clerks and receptionists at this provider's office as helpful as you thought they should be?"
ACO-12-CAHPS,7,"Helpful, Courteous, and Respectful Office Staff",H69C,"In the last 6 months, how often did clerks and receptionists at this provider's office treat you with courtesy and respect?"
ACO-12-CAHPS,8,Care Coordination (ACO 12),H63DM,"When you visited this provider in the last 6 months, how often did he or she have your medical records?"
ACO-12-CAHPS,8,Care Coordination (ACO 12),H64FC,"In the last 6 months, when this provider ordered a blood test, x-ray, or other test for you, how often did someone from this provider’s office follow up to give you those results?"
ACO-12-CAHPS,8,Care Coordination (ACO 12),H64AM,"In the last 6 months, how often did you and anyone on your health care team talk about all the prescription medicines you were taking?"
ACO-12-CAHPS,9,Between Visit Communication,D61DA,"In the last 6 months, did this provider's office contact you to remind you to make an appointment for tests or treatment?"
ACO-12-CAHPS,10,Helping You Take Medications as Directed,H64AO,"In the last 6 months, how often did this provider give you easy to understand instructions about how to take your medicines?"
ACO-12-CAHPS,10,Helping You Take Medications as Directed,Y4AO1,Was the written information this provider gave you easy to understand?
ACO-12-CAHPS,10,Helping You Take Medications as Directed,Y64A1,"In the last 6 months, did this provider suggest ways to help you remember to take your medicines?"
ACO-12-CAHPS,11,Stewardship of Patient Resources,Y64A2,"In the last 6 months, did you and anyone on your health care team talk about how much your prescription medicines cost?"
Inpatient Behavioral,1,Counseling and Treatment,H2O,Staff Listen Carefully
Inpatient Behavioral,1,Counseling and Treatment,H2J,Staff Explain Things
Inpatient Behavioral,1,Counseling and Treatment,H2CR,Staff Show Respect
Inpatient Behavioral,1,Counseling and Treatment,H2AT,Staff Spend Time
Inpatient Behavioral,1,Counseling and Treatment,H6DB,Felt Safe
Inpatient Behavioral,1,Counseling and Treatment,Y4AN,Medication Side Effects
Inpatient Behavioral,1,Counseling and Treatment,H2ZT,Involved in Counseling/Treatment
Inpatient Behavioral,1,Counseling and Treatment,Y4NC,Include Family or Friends
Inpatient Behavioral,1,Counseling and Treatment,Y11A,Self-Help or Support Groups
Inpatient Behavioral,1,Counseling and Treatment,Y11B,Information About Counseling
Inpatient Behavioral,1,Counseling and Treatment,Y11C,Manage Your Condition
Inpatient Behavioral,1,Counseling and Treatment,Y11D,Information About Your Rights
Inpatient Behavioral,1,Counseling and Treatment,Y11M,Refuse Specific Type of Medicine/Treatment
Inpatient Behavioral,1,Counseling and Treatment,Y4BN,Private Information
Inpatient Behavioral,1,Counseling and Treatment,Y11R,Care Received
Inpatient Behavioral,1,Counseling and Treatment,H11C,Helped by Counseling/Treatment
Inpatient Behavioral,2,Overall Rating,H30,Overall Rating
Inpatient Behavioral,3,Willingness to Recommend,H17,Would Recommend
Outpatient Behavioral,1,Counseling and Treatment,H2O,Staff Listen Carefully
Outpatient Behavioral,1,Counseling and Treatment,H2J,Staff Explain Things
Outpatient Behavioral,1,Counseling and Treatment,H2CR,Staff Show Respect
Outpatient Behavioral,1,Counseling and Treatment,H2AT,Staff Spend Time
Outpatient Behavioral,1,Counseling and Treatment,H6DB,Felt Safe
Outpatient Behavioral,1,Counseling and Treatment,Y4AN,Medication Side Effects
Outpatient Behavioral,1,Counseling and Treatment,H2ZT,Involved in Counseling/Treatment
Outpatient Behavioral,1,Counseling and Treatment,Y4NC,Include Family or Friends
Outpatient Behavioral,1,Counseling and Treatment,Y11A,Self-Help or Support Groups
Outpatient Behavioral,1,Counseling and Treatment,Y11B,Information About Counseling
Outpatient Behavioral,1,Counseling and Treatment,Y11C,Manage Your Condition
Outpatient Behavioral,1,Counseling and Treatment,Y11D,Information About Your Rights
Outpatient Behavioral,1,Counseling and Treatment,Y11M,Refuse Specific Type of Medicine/Treatment
Outpatient Behavioral,1,Counseling and Treatment,Y4BN,Private Information
Outpatient Behavioral,1,Counseling and Treatment,Y11R,Care Received
Outpatient Behavioral,1,Counseling and Treatment,H11C,Helped by Counseling/Treatment
Outpatient Behavioral,2,Overall Rating,H30,Overall Rating
Outpatient Behavioral,3,Willingness to Recommend,H17,Would Recommend
Nursing Home,1,Environment,H6A,How often is the resident's room and bathroom kept clean?
Nursing Home,1,Environment,H6O,How often is the area around the resident's room kept quiet at night?
Nursing Home,1,Environment,H6H,How often do you feel the resident is safe and secure in this facility?
Nursing Home,1,Environment,H4AP,How often does the resident get help using the bathroom or using a bedpan as soon as needed?
Nursing Home,1,Environment,H4U,"How satisfied are you with the assistance provided helping the resident with daily activities, such as dressing, eating and bathing?"
Nursing Home,1,Environment,H7C,How satisfied are you with the overall quality of the food service?
Nursing Home,1,Environment,H4X,How satisfied are you with the activities offered by the facility?
Nursing Home,1,Environment,H4Z,How satisfied are you with how well the staff keeps you informed about the resident's health status?
Nursing Home,2,Long Term Care Providers,H2C,How often does the staff treat the resident with courtesy and respect?
Nursing Home,2,Long Term Care Providers,H2O,How often does the staff listen carefully to the resident?
Nursing Home,2,Long Term Care Providers,H2J,How often does the staff explain things in a way that was easy for the resident to understand?
Nursing Home,2,Long Term Care Providers,H2AA,"After pressing the call button, how often does the resident get help as soon as needed?"
Nursing Home,2,Long Term Care Providers,H2K,How often does the staff behave in a professional manner?
Nursing Home,2,Long Term Care Providers,H4AE,How often is the resident's pain well controlled?
Nursing Home,2,Long Term Care Providers,H2,"Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the staff?"
Nursing Home,3,Overall Rating,H17,Would you recommend this facility to your friends and family if they needed long-term care?
Nursing Home,3,Overall Rating,H30,"Using any number from 0 to 10, where 0 is the worst long-term care facility possible and 10 is the best long-term care facility possible, what number would you use to rate this facility?"
